"urban_fips","urban_name","total_population","male_population","female_population","age_under_18","age_65_and_over","white_population","black_population","asian_population","hispanic_population","median_household_income","per_capita_income","poverty_population","total_housing_units","owner_occupied_housing_units","renter_occupied_housing_units","median_home_value","high_school_graduate","bachelors_degree","graduate_or_professional_degree","mean_commute_time","car_commute","public_transit_commute","walk_commute","work_from_home","families_with_children","single_parent_families","broadband_internet"
"83251","South Haven, MI Urban Cluster (2010)",5675,2547,3128,65,46,4595,712,42,383,48209,44216,755,4401,1822,977,189400,1065,881,49,2368,2086,11,182,147,487,158,2153
"83278","South Hill, VA Urban Cluster (2010)",4484,1962,2522,51,4,2358,2087,0,330,34622,22641,884,1983,906,883,142900,717,387,25,1661,1536,0,17,38,441,214,1141
"83305","South Lake Tahoe, CA--NV Urban Cluster (2010)",28802,15316,13486,803,432,23903,337,1641,7649,56027,34826,3165,22102,5747,5960,426600,4015,4084,240,14088,11918,483,1058,1044,2763,502,9842
"83332","South Lyon--Howell, MI Urbanized Area (2010)",126935,61743,65192,3163,1207,120938,1265,1857,3567,80234,41943,6596,53746,41032,9290,238200,18543,22774,1023,61839,60632,239,582,3330,15118,2117,44649
"83359","Southold, NY Urban Cluster (2010)",10303,4838,5465,97,137,9385,409,180,1491,64596,46414,1250,7338,3459,1090,562600,1802,1798,122,3933,3434,257,145,310,967,229,3785
"83368","South Paris, ME Urban Cluster (2010)",4833,2491,2342,244,58,4649,15,0,229,37826,18298,1425,2144,990,904,123600,1200,237,0,1837,1822,15,0,122,558,230,1401
"53632","Mamou, LA Urban Cluster (2010)",3750,1900,1850,89,39,2014,1661,0,54,27598,15131,1487,1586,724,707,79100,715,44,8,1008,925,0,0,11,372,87,858
"53659","Manchester, GA Urban Cluster (2010)",3739,1685,2054,232,7,1525,1959,38,136,28973,17354,908,1942,845,661,96900,867,162,0,1313,1135,0,126,23,567,189,963
"53686","Manchester, IA Urban Cluster (2010)",4716,2316,2400,148,65,4596,0,0,60,51094,32757,734,2173,1569,466,109800,967,369,0,2297,2271,0,26,114,620,87,1578
"53713","Manchester, KY Urban Cluster (2010)",3990,2530,1460,70,93,2990,770,0,166,31905,16750,842,1459,620,670,76600,502,192,0,787,755,0,11,40,307,63,928
"53726","Manchester, MD Urban Cluster (2010)",5349,2736,2613,99,75,4981,178,94,78,95786,36213,368,1944,1508,300,295900,1024,515,38,2806,2776,0,6,151,623,98,1584
"53740","Manchester, NH Urbanized Area (2010)",162530,80804,81726,4870,1597,141960,7292,6863,13155,67812,35699,17856,68104,34439,29854,243700,25416,24997,1245,82986,78548,709,2688,4431,18349,4003,56548
"53767","Manchester, TN Urban Cluster (2010)",10885,5718,5167,353,143,9570,462,98,490,49484,25205,1325,4682,2326,1924,130900,2144,928,41,4443,4437,6,0,100,1146,245,3124
"53794","Mandeville--Covington, LA Urbanized Area (2010)",100870,49163,51707,3390,1006,89185,7551,1702,6018,79192,39540,9690,40017,28271,8500,256100,11450,19798,1251,44502,43206,88,239,3314,12744,2508,32628
"53821","Mangum, OK Urban Cluster (2010)",2694,1392,1302,114,23,2218,86,0,430,38429,17669,653,1420,682,346,66900,422,181,0,850,784,0,48,32,448,87,725
"53848","Manhattan, KS Urbanized Area (2010)",56557,28875,27682,1370,223,46399,3239,3224,4032,49768,25933,13479,23985,8186,12323,203200,3717,7439,1778,29234,25248,143,2801,1560,4687,1047,17953
"53875","Manila, AR Urban Cluster (2010)",2889,1465,1424,132,75,2856,0,0,0,52701,28369,675,1393,676,523,110900,701,178,0,1043,1043,0,0,69,357,56,771
"53902","Manistee, MI Urban Cluster (2010)",9528,5093,4435,105,212,8168,571,76,393,44330,22949,937,5019,2634,1007,107800,1942,904,64,3580,3250,75,137,127,736,180,2897
"53929","Manistique, MI Urban Cluster (2010)",3292,1552,1740,32,29,2861,25,21,28,33813,21409,681,1927,1022,410,68000,867,207,16,1127,942,20,135,31,286,26,1080
"53956","Manitowoc, WI Urban Cluster (2010)",44816,21861,22955,1218,744,40558,811,2090,2310,48269,27821,5769,22123,13797,6572,104100,11047,4730,126,20924,19825,178,482,808,5164,1096,15856
"53983","Mankato, MN Urbanized Area (2010)",59522,29690,29832,1787,434,52593,3027,1529,2419,54769,29155,10885,25247,13544,9903,183800,6833,8425,970,31144,28563,736,1307,1568,6413,1431,19936
"54469","Maricao, PR Urban Cluster (2010)",2453,1214,1239,26,9,1204,5,0,2410,15614,8023,1340,1178,611,234,71400,477,119,0,494,464,0,30,0,237,99,292
"54477","Maricopa, AZ Urban Cluster (2010)",47302,23105,24197,1631,451,31727,5624,2011,13257,74764,27966,4239,17283,11547,3032,202500,7587,4938,233,19815,18968,72,264,1960,6067,799,13587
"54486","Marietta, OH--WV Urban Cluster (2010)",22503,10903,11600,670,251,21264,374,208,239,46337,31822,4281,10396,6053,3544,138100,4701,2663,260,9636,8858,51,609,419,2475,729,7270
"54496","Marinette--Menominee, WI--MI Urban Cluster (2010)",18496,9397,9099,544,162,17904,158,50,451,40849,27586,3281,10118,5696,3333,84000,4865,1642,51,8622,8050,23,332,128,2027,518,6991
"54577","Marion, IN Urban Cluster (2010)",40569,18956,21613,1198,407,33728,4606,492,2092,37441,20310,7938,19513,9931,6463,77600,8433,2167,209,15835,14064,30,1437,788,4812,1763,11264
"54604","Marion, KY Urban Cluster (2010)",2677,1345,1332,35,29,2510,71,0,34,38156,19892,487,1346,721,327,69800,584,148,0,895,826,0,69,12,261,115,739
"54631","Marion, NC Urban Cluster (2010)",13825,6935,6890,358,212,11474,1061,179,1929,39058,22008,2530,6326,3411,2212,93600,2702,1241,41,5326,5182,6,27,213,1560,304,4269
"54658","Marion, OH Urban Cluster (2010)",45367,24698,20669,1358,629,39291,3562,342,1369,41097,21688,7726,19134,9661,7239,82400,10671,2423,39,16127,15429,153,282,505,4940,1469,13035
"54685","Marion, SC Urban Cluster (2010)",6865,2974,3891,206,46,1369,5320,176,0,33935,19567,1632,3147,1215,1322,110600,1687,550,94,2247,2184,36,0,34,786,547,1273
"54712","Marion, VA Urban Cluster (2010)",7240,3423,3817,150,72,6518,502,82,159,30426,19516,1648,3664,1641,1516,93400,1564,509,30,2419,2205,66,73,86,846,305,2039
"54739","Marion Oaks, FL Urban Cluster (2010)",17190,7819,9371,532,217,11845,4530,213,6171,55518,25455,1785,6900,4727,1111,156700,4879,1483,17,6249,6164,0,18,159,1413,501,5041
"54778","Marks, MS Urban Cluster (2010)",3161,1465,1696,80,23,459,2662,0,4,22101,14739,1127,1617,759,626,58200,542,178,0,882,853,0,20,45,347,131,713
"54793","Marksville, LA Urban Cluster (2010)",6788,3058,3730,274,140,3474,2342,40,127,21906,18191,2396,3199,1459,1299,101500,1458,360,40,2343,2260,17,24,101,877,582,1975
"54820","Marlin, TX Urban Cluster (2010)",5448,2455,2993,201,16,2743,2635,13,1621,20809,12735,2326,2409,794,799,47600,1039,185,0,1432,1347,0,75,87,457,197,844
"53605","Mammoth Lakes, CA Urban Cluster (2010)",7850,4291,3559,180,56,6677,76,300,3063,59878,33792,846,8266,1119,1292,335200,907,1031,0,5150,2656,1718,283,191,555,29,2055
"54847","Marlow, OK Urban Cluster (2010)",4044,1877,2167,129,31,3431,25,14,128,42449,20611,746,1783,941,565,96200,1030,172,19,1372,1276,0,57,26,550,146,1153
"54874","Marquette, MI Urban Cluster (2010)",26846,13536,13310,447,361,24322,884,407,613,49275,26053,5340,11440,5703,4573,180700,3340,4381,307,12778,10825,42,1542,506,2014,389,8305
"54901","Marseilles, IL Urban Cluster (2010)",4667,2260,2407,163,64,4506,21,0,212,60057,27653,552,2306,1395,599,107300,1161,301,5,1871,1821,0,46,103,578,127,1708
"54928","Marshall, IL Urban Cluster (2010)",3452,1641,1811,114,29,3402,7,0,49,42950,28819,666,1636,865,642,101300,900,266,46,1461,1412,0,42,10,505,191,1057
"54955","Marshall, MI Urban Cluster (2010)",7773,3704,4069,272,65,7585,41,102,257,50122,31636,1037,3706,2313,1287,125800,1426,1071,70,3359,3117,0,154,133,935,164,2911
"54982","Marshall, MN Urban Cluster (2010)",13629,6739,6890,502,168,10883,855,799,1256,49803,27807,2478,5714,2811,2323,153900,2189,1666,231,6615,6117,38,308,204,1651,496,4310
"54010","Mannford, OK Urban Cluster (2010)",3011,1448,1563,123,17,2497,33,0,62,52212,22597,373,1333,668,449,132300,593,285,5,1118,1112,0,0,19,389,122,885
"54037","Manning, SC Urban Cluster (2010)",4923,2319,2604,64,50,1505,3262,37,102,29103,18104,1668,2181,1013,864,98700,1062,383,13,1564,1517,24,8,44,610,309,1348
"54050","Manor, TX Urban Cluster (2010)",7351,3679,3672,547,26,3589,1882,352,2872,78505,29738,902,2473,1999,288,186100,901,1200,49,3207,3122,0,43,341,1177,110,2218
"54064","Mansfield, LA Urban Cluster (2010)",5942,2726,3216,156,66,978,4879,0,49,26151,16536,2101,2986,1199,1310,77300,1452,225,0,2091,1858,34,163,28,712,378,1401
"54091","Mansfield, OH Urbanized Area (2010)",72734,37412,35322,2010,807,57514,10670,799,1692,43329,23467,11690,33414,17421,11840,91800,15752,5599,283,28347,27439,421,341,621,7795,2259,22202
"54118","Mansfield, PA Urban Cluster (2010)",3281,1530,1751,70,41,3028,52,46,116,34983,24927,899,1802,705,802,146400,639,352,63,1594,1260,3,281,19,306,111,1188
"54145","Manteca, CA Urbanized Area (2010)",92795,45532,47263,3409,894,66654,3812,7251,36077,73151,29722,10578,31346,18694,11283,386100,17001,7292,164,36810,35219,635,644,1863,11589,1962,26230
"45181","Kingsland, TX Urban Cluster (2010)",7438,3479,3959,143,89,6892,119,44,821,43700,27950,764,4271,1977,880,125700,1219,598,33,2589,2474,0,59,170,708,90,2082
"45235","Kingsport, TN--VA Urbanized Area (2010)",105755,50432,55323,2680,1263,99587,2168,851,1986,45667,29640,16821,51786,31451,14627,141700,21813,11589,1038,41503,40211,14,459,1597,12130,2874,36089
"45262","Kingston, NY Urbanized Area (2010)",55999,27368,28631,1741,692,45141,4713,1127,6225,57273,31925,7626,25797,13418,9460,197900,10498,6513,500,25287,23281,563,1062,1700,6214,1676,19322
"45289","Kingstree, SC Urban Cluster (2010)",5193,2404,2789,158,56,840,4207,59,22,27167,17948,1992,2661,1090,1120,73800,1128,275,0,1684,1591,8,85,62,776,352,1087
"45316","Kingsville, TX Urban Cluster (2010)",24635,12583,12052,931,175,21443,988,665,18604,41117,21403,7075,10656,4141,4584,90200,2509,2184,116,10438,9575,0,710,84,3152,1139,6424
"45343","Kingwood, WV Urban Cluster (2010)",3049,1224,1825,67,38,2945,93,0,44,52997,26070,530,1456,858,381,135800,772,370,5,1196,1143,0,53,10,369,100,952
"45370","Kinross, MI Urban Cluster (2010)",5969,4152,1817,125,93,2634,1649,94,177,31048,9742,1607,1240,455,681,76600,864,194,5,1123,1092,18,13,7,546,277,939
"45397","Kinston, NC Urban Cluster (2010)",27806,13126,14680,820,290,11471,15066,234,1324,38322,24494,6562,14662,5948,5854,106400,5339,2141,205,10255,9931,60,196,133,3284,1327,8749
"78013","St. Peter, MN Urban Cluster (2010)",12298,6094,6204,421,135,11275,310,387,811,55970,26054,1350,4296,2789,1388,166300,1625,1347,203,5349,4960,23,279,1575,1285,332,3551
"78026","St. Simons, GA Urban Cluster (2010)",13829,6434,7395,221,290,13043,380,127,279,87397,57216,580,10525,4766,1631,362100,1566,3763,359,6224,6034,5,156,568,1288,96,5910
"78067","Salamanca, NY Urban Cluster (2010)",5262,2452,2810,183,43,3592,142,40,371,32014,18175,1432,2508,1049,1024,64200,1072,251,0,1830,1674,12,131,22,743,287,1439
"78094","Salem, IL Urban Cluster (2010)",7805,3792,4013,339,98,7468,118,80,143,37727,21832,1756,3580,2057,1247,73600,1759,390,11,3110,3066,0,40,50,1032,319,2606
"78121","Salem, IN Urban Cluster (2010)",6465,3001,3464,189,75,6251,26,5,38,36411,21698,1151,3103,1913,996,86100,1502,420,8,2577,2484,0,79,44,827,305,1908
"78148","Salem, MO Urban Cluster (2010)",4761,2355,2406,163,20,4480,26,0,56,31211,22022,1571,2565,1329,1005,77900,1181,308,26,1852,1771,5,62,32,557,175,1572
"78175","Salem, NJ Urban Cluster (2010)",5186,2307,2879,267,104,1913,2883,26,613,28208,19587,2027,2925,813,1256,88600,1376,196,12,1492,1312,81,35,74,747,421,1446
"78202","Salem, OH Urban Cluster (2010)",18553,9292,9261,447,368,17577,230,42,517,45625,27620,3202,8955,5109,2562,98900,4678,1618,58,8004,7606,62,264,308,2192,496,6101
"78229","Salem, OR Urbanized Area (2010)",256498,127865,128633,8765,2720,206098,3682,6480,65245,57760,27532,37030,97435,51575,40035,240800,32250,27802,1866,109431,101748,2568,2828,5852,29740,6963,79695
"78256","Salida, CO Urban Cluster (2010)",7121,3574,3547,259,116,6524,5,241,1213,52083,28348,887,3728,2209,828,327200,1123,1144,41,2770,2291,22,187,450,717,204,2441
"78283","Salina, KS Urban Cluster (2010)",46318,22813,23505,1611,557,39954,1451,1203,5886,50156,27188,5561,20953,11905,6994,127500,7871,5514,361,22229,20812,226,438,700,4968,1039,15194
"78310","Salinas, CA Urbanized Area (2010)",191368,96249,95119,7594,1498,77980,2650,10007,142532,65491,24410,28389,53404,26009,25165,447500,21599,12512,663,81164,69468,705,875,2477,24238,5033,42732
"78364","Salisbury, MD--DE Urbanized Area (2010)",102558,47600,54958,3277,1114,61958,31886,3454,7020,52425,26678,17245,42391,20480,17462,177900,17732,9694,1074,45445,43145,384,989,1496,11750,3824,29638
"78418","Sallisaw, OK Urban Cluster (2010)",7914,3946,3968,326,48,4860,105,6,573,32145,18411,2357,3724,1625,1514,99800,1355,667,15,2771,2621,22,58,76,1211,272,2379
"78445","Salmon, ID Urban Cluster (2010)",2965,1588,1377,116,59,2779,1,0,108,39535,24661,392,1525,846,430,123900,598,239,11,1194,1137,0,57,63,304,63,896
"78472","Saltillo, MS Urban Cluster (2010)",4375,2391,1984,223,0,3762,473,120,64,58190,28948,416,1812,1119,569,125400,732,406,36,2024,2024,0,0,6,502,24,1329
"78499","Salt Lake City--West Valley City, UT Urbanized Area (2010)",1113148,558628,554520,42898,8453,878239,21331,45423,206588,74272,32968,102096,389607,246210,122573,302600,138780,159586,10919,537545,494254,21208,12501,35377,138201,19661,323374
"78526","Saluda, SC Urban Cluster (2010)",3807,2001,1806,155,54,1785,1238,0,1946,31797,16518,788,1384,570,597,81100,661,121,9,1588,1507,0,62,0,418,117,724
"78553","San Angelo, TX Urbanized Area (2010)",99269,49007,50262,3323,884,85092,4844,1206,42488,51585,28807,13322,41189,21907,14930,135900,15139,10022,709,46857,43342,118,2195,1902,11408,2455,28687
"78580","San Antonio, TX Urbanized Area (2010)",2002732,988485,1014247,72576,15855,1589090,153771,56630,1169288,58038,28175,301768,718469,384584,274848,165200,266089,233754,13796,895610,842308,22136,17109,40433,233446,56059,539625
"78607","San Carlos, AZ Urban Cluster (2010)",4287,2042,2245,268,20,30,0,28,268,26799,10055,2249,1041,547,364,29900,659,72,0,965,932,0,21,10,532,99,338
"78634","Sandersville, GA Urban Cluster (2010)",6917,3041,3876,83,31,2426,4309,41,139,32670,19733,1851,3451,1575,1254,84300,1565,332,0,2553,2413,7,57,3,873,325,1796
"78661","San Diego, CA Urbanized Area (2010)",3163139,1586356,1576783,102473,28920,2226651,162320,384542,1077821,78333,38118,363205,1159539,564847,514315,565700,340070,513300,46766,1448240,1323187,47645,40548,107084,357108,62109,973756
"78688","San Diego, TX Urban Cluster (2010)",4181,1940,2241,136,0,4169,0,0,3973,24054,15271,1403,2033,768,611,36600,659,83,0,1446,1330,0,58,81,573,350,805
"78715","Sandpoint, ID Urban Cluster (2010)",12109,5739,6370,357,112,11533,59,96,709,45590,25991,1934,5820,2760,2132,249200,1697,1617,119,5095,4469,127,355,502,1417,333,3823
"78742","Sandusky, MI Urban Cluster (2010)",2711,1341,1370,35,4,2523,57,39,105,40024,25413,476,1150,606,515,84600,667,156,10,1032,913,14,102,43,319,90,771
"78769","Sandusky, OH Urban Cluster (2010)",47162,23147,24015,1396,527,37238,6599,330,2302,46889,29507,7100,24560,12559,7656,120400,10284,4812,325,21253,20308,312,257,520,5304,1979,15856
"78823","Sandy, OR Urban Cluster (2010)",10678,5408,5270,464,126,9721,64,246,1134,72794,30228,1095,4194,2860,1146,279800,1390,840,61,4857,4697,12,75,267,1613,356,3637
"78850","Sanford, ME Urban Cluster (2010)",14108,6406,7702,358,171,13018,205,448,304,42874,24358,2559,6817,2887,3177,171300,3190,1060,30,6000,5637,121,180,334,1747,582,4580
"78877","Sanford, NC Urban Cluster (2010)",35193,16948,18245,1282,269,24160,8564,680,9098,47218,23605,5972,14031,7441,5295,148000,4693,3751,253,14798,14526,92,128,337,3974,884,9238
"78904","San Francisco--Oakland, CA Urbanized Area (2010)",3534282,1755354,1778928,97219,35925,1591903,278436,1018794,787053,103442,55362,336573,1382664,649198,646436,883600,359914,758195,77684,1693537,1144596,364631,101257,116724,371300,57134,1151191
"78931","Sanger, CA Urban Cluster (2010)",26928,14261,12667,1055,194,18868,25,776,22485,45226,17983,7466,8058,4171,3509,212500,3540,1401,20,10940,10353,12,158,151,3677,880,5713
"78958","Sanger, TX Urban Cluster (2010)",7029,3277,3752,310,80,6174,523,41,1494,64724,27565,628,2475,1560,755,144500,1195,625,24,3497,3344,42,23,157,989,140,1866
"78985","San Germán--Cabo Rojo--Sabana Grande, PR Urbanized Area (2010)",111250,53335,57915,2422,1339,45047,1822,46,110608,16499,9719,56909,56441,24728,12137,95800,20237,13937,686,26685,25565,109,866,1253,8979,2731,12390
"79012","San Joaquin, CA Urban Cluster (2010)",4020,1939,2081,202,26,2746,48,0,3902,34426,12263,1220,1043,361,626,164900,352,55,0,1176,1152,0,24,32,669,236,646
"79039","San Jose, CA Urbanized Area (2010)",1797627,910942,886685,55832,15532,759971,45827,688242,433752,124724,56877,133818,630667,333237,266905,1002900,153133,350130,52057,859680,769880,41250,19547,44667,216417,24084,551335
"79093","San Juan, PR Urbanized Area (2010)",1922084,905316,1016768,42660,20008,1281505,271174,3977,1897287,23681,14869,747396,887698,473667,223823,126200,317823,270108,17730,623338,576438,15289,17749,14551,199739,75807,442288
"79120","San Luis, AZ Urban Cluster (2010)",29650,15317,14333,1511,238,22671,16,0,29580,36592,14082,7307,8237,5363,2441,116600,2164,1189,0,10837,9886,811,85,264,4427,895,5922
"79147","San Luis Obispo, CA Urbanized Area (2010)",60257,32876,27381,672,463,47249,2799,4402,10955,58016,30602,14084,21455,7871,11731,659300,3280,7882,899,25501,19454,822,2950,1746,3332,475,17761
"79174","San Manuel, AZ Urban Cluster (2010)",3481,1789,1692,111,85,3177,0,0,2038,44828,18604,704,1467,935,305,72600,579,301,0,1028,1028,0,0,21,331,57,780
"79201","San Marcos, TX Urbanized Area (2010)",66224,32128,34096,1128,152,56458,4261,1410,30292,40637,21067,18328,25697,7298,16217,153700,7099,6506,847,34673,30467,492,2474,1141,4526,1392,17529
"79255","San Saba, TX Urban Cluster (2010)",3114,1365,1749,62,9,2413,108,1,1376,34593,15899,505,1170,582,358,86600,609,163,7,1124,1097,0,27,41,376,15,712
"79282","Santa Barbara, CA Urbanized Area (2010)",204302,100360,103942,4000,1956,153361,4007,14865,64987,80322,44503,28221,80405,34519,38916,936400,15377,35230,5676,94305,76552,3552,6488,7493,17688,3250,65010
"79309","Santa Clarita, CA Urbanized Area (2010)",262355,133560,128795,9352,2065,183132,10911,31367,84706,104480,40529,19313,85255,59036,23760,549000,27077,42759,1901,116577,110321,3089,1302,8402,33589,3556,77158
"79336","Santa Cruz, CA Urbanized Area (2010)",170000,82474,87526,3287,2274,137885,2138,10134,32774,85799,45585,21083,71670,38109,25941,793800,12335,31510,3955,78201,64403,3252,5358,6740,15785,2508,57639
"79363","Santa Fe, NM Urbanized Area (2010)",92737,44049,48688,2233,1386,81471,964,1322,52638,57292,35951,12188,45256,24736,14026,275400,13255,13708,2108,42477,40252,573,1019,3097,9440,2794,31474
"79390","Santa Isabel, PR Urban Cluster (2010)",9437,4569,4868,305,146,4921,4009,0,9437,15895,9784,5289,4076,2257,886,91500,2813,904,28,2873,2811,0,52,65,1090,539,1912
"79417","Santa Maria, CA Urbanized Area (2010)",140077,69258,70819,6765,1061,116433,1838,6650,92288,69574,24430,17742,40668,22312,16771,362700,14414,9575,274,60608,57977,1303,797,2499,18221,3488,33996
"79444","Santa Paula, CA Urban Cluster (2010)",30512,15311,15201,1526,363,26626,103,479,24969,60639,23089,4262,9211,4727,4005,385800,4093,1682,86,12813,12228,95,343,251,3678,654,6750
"30412","Forks, WA Urban Cluster (2010)",3938,2033,1905,208,43,3449,193,4,894,36948,21824,1234,1726,921,706,167000,755,328,0,1658,1509,0,79,110,567,337,1253
"30439","Forney, TX Urban Cluster (2010)",34121,16820,17301,1664,182,26119,5571,885,5697,92870,30831,1949,10270,8492,1358,205200,4606,3955,193,16301,15941,48,42,810,4882,579,9246
"30466","Forrest City, AR Urban Cluster (2010)",11149,5796,5353,317,102,2098,8693,101,207,30956,15427,2932,4528,1675,2124,62900,1841,483,11,3532,3442,1,46,117,1405,692,2300
"30493","Forsyth, GA Urban Cluster (2010)",3865,1741,2124,204,103,1582,2107,70,0,31220,25417,1042,1939,871,813,129100,635,356,43,1438,1381,0,0,38,456,171,1069
"30520","Forsyth, MO Urban Cluster (2010)",6771,3306,3465,261,99,6071,61,80,639,38110,18961,1625,3553,1641,1096,91900,1435,523,0,2456,2360,8,55,123,830,192,2282
"30547","Fort Atkinson, WI Urban Cluster (2010)",21351,10265,11086,498,254,19594,295,177,1842,58237,30930,2186,9162,5316,3161,160600,4411,2189,92,11139,10621,0,146,395,2665,640,6906
"30574","Fort Bragg, CA Urban Cluster (2010)",10046,4919,5127,427,94,8330,73,97,2711,44469,25912,1920,4668,2095,2051,376500,1901,1006,18,3832,3315,16,469,337,1190,385,3419
